"year";"month";"day";"decimal";"ssn";"sd";"n";"m"
1980;08;20;1980.635; 253; 10.6;   1;1
1980;08;21;1980.638; 215;  9.8;   1;1
1980;08;22;1980.641; 197;  9.4;   1;1
1980;08;23;1980.643; 218;  9.9;   1;1
1980;08;24;1980.646; 173;  8.8;   1;1
1980;08;25;1980.649; 154;  8.3;   1;1
1980;08;26;1980.652; 143;  8.0;   1;1
1980;08;27;1980.654; 139;  7.9;   1;1
1980;08;28;1980.657; 176;  8.8;   1;1
1980;08;29;1980.660; 224; 10.0;   1;1
1980;08;30;1980.663; 261; 10.8;   1;1
1980;08;31;1980.665; 275; 11.1;   1;1
1980;09;01;1980.668; 295; 11.5;   1;1
1980;09;02;1980.671; 320; 12.0;   1;1
1980;09;03;1980.673; 329; 12.1;   1;1
1980;09;04;1980.676; 330; 12.2;   1;1
1980;09;05;1980.679; 266; 10.9;   1;1
1980;09;06;1980.682; 253; 10.6;   1;1
1980;09;07;1980.684; 193;  9.3;   1;1
1980;09;08;1980.687; 198;  9.4;   1;1
1980;09;09;1980.690; 153;  8.3;   1;1
1980;09;10;1980.693; 169;  8.7;   1;1
1980;09;11;1980.695; 177;  8.9;   1;1
1980;09;12;1980.698; 181;  9.0;   1;1
1980;09;13;1980.701; 188;  9.2;   1;1
1980;09;14;1980.704; 142;  7.9;   1;1
1980;09;15;1980.706; 118;  7.2;   1;1
1980;09;16;1980.709; 139;  7.9;   1;1
1980;09;17;1980.712; 132;  7.7;   1;1
1980;09;18;1980.714; 161;  8.5;   1;1
1980;09;19;1980.717; 194;  9.3;   1;1
1980;09;20;1980.720; 212;  9.7;   1;1
1980;09;21;1980.723; 190;  9.2;   1;1
1980;09;22;1980.725; 208;  9.6;   1;1
1980;09;23;1980.728; 224; 10.0;   1;1
1980;09;24;1980.731; 252; 10.6;   1;1
1980;09;25;1980.734; 238; 10.3;   1;1
1980;09;26;1980.736; 296; 11.5;   1;1
1980;09;27;1980.739; 327; 12.1;   1;1
1980;09;28;1980.742; 256; 10.7;   1;1
1980;09;29;1980.745; 235; 10.3;   1;1
1980;09;30;1980.747; 211;  9.7;   1;1
1980;10;01;1980.750; 214;  9.8;   1;1
1980;10;02;1980.753; 191;  9.2;   1;1
1980;10;03;1980.755; 197;  9.4;   1;1
1980;10;04;1980.758; 171;  8.7;   1;1
1980;10;05;1980.761; 136;  7.8;   1;1
1980;10;06;1980.764; 164;  8.6;   1;1
1980;10;07;1980.766; 191;  9.2;   1;1
1980;10;08;1980.769; 245; 10.5;   1;1
1980;10;09;1980.772; 263; 10.9;   1;1
1980;10;10;1980.775; 333; 12.2;   1;1
1980;10;11;1980.777; 368; 12.9;   1;1
1980;10;12;1980.780; 363; 12.8;   1;1
1980;10;13;1980.783; 302; 11.6;   1;1
1980;10;14;1980.786; 329; 12.1;   1;1
1980;10;15;1980.788; 317; 11.9;   1;1
1980;10;16;1980.791; 286; 11.3;   1;1
1980;10;17;1980.794; 224; 10.0;   1;1
1980;10;18;1980.796; 201;  9.5;   1;1
1980;10;19;1980.799; 194;  9.3;   1;1
1980;10;20;1980.802; 236; 10.3;   1;1
1980;10;21;1980.805; 219;  9.9;   1;1
1980;10;22;1980.807; 232; 10.2;   1;1
1980;10;23;1980.810; 198;  9.4;   1;1
1980;10;24;1980.813; 180;  9.0;   1;1
1980;10;25;1980.816; 167;  8.6;   1;1
1980;10;26;1980.818; 169;  8.7;   1;1
1980;10;27;1980.821; 190;  9.2;   1;1
1980;10;28;1980.824; 193;  9.3;   1;1
1980;10;29;1980.827; 245; 10.5;   1;1
1980;10;30;1980.829; 261; 10.8;   1;1
1980;10;31;1980.832; 252; 10.6;   1;1
1980;11;01;1980.835; 266; 10.9;   1;1
1980;11;02;1980.837; 309; 11.8;   1;1
1980;11;03;1980.840; 289; 11.4;   1;1
1980;11;04;1980.843; 307; 11.7;   1;1
1980;11;05;1980.846; 285; 11.3;   1;1
1980;11;06;1980.848; 278; 11.1;   1;1
1980;11;07;1980.851; 248; 10.5;   1;1
1980;11;08;1980.854; 285; 11.3;   1;1
1980;11;09;1980.857; 224; 10.0;   1;1
1980;11;10;1980.859; 224; 10.0;   1;1
1980;11;11;1980.862; 204;  9.5;   1;1
1980;11;12;1980.865; 170;  8.7;   1;1
1980;11;13;1980.867; 146;  8.1;   1;1
1980;11;14;1980.870; 153;  8.3;   1;1
1980;11;15;1980.873; 149;  8.1;   1;1
1980;11;16;1980.876; 159;  8.4;   1;1
1980;11;17;1980.878; 154;  8.3;   1;1
1980;11;18;1980.881; 160;  8.4;   1;1
1980;11;19;1980.884; 177;  8.9;   1;1
1980;11;20;1980.887; 159;  8.4;   1;1
1980;11;21;1980.889; 152;  8.2;   1;1
1980;11;22;1980.892; 169;  8.7;   1;1
1980;11;23;1980.895; 159;  8.4;   1;1
1980;11;24;1980.898; 181;  9.0;   1;1
1980;11;25;1980.900; 180;  9.0;   1;1
1980;11;26;1980.903; 198;  9.4;   1;1
1980;11;27;1980.906; 238; 10.3;   1;1
1980;11;28;1980.908; 236; 10.3;   1;1
1980;11;29;1980.911; 210;  9.7;   1;1
1980;11;30;1980.914; 217;  9.8;   1;1
1980;12;01;1980.917; 242; 10.4;   1;1
1980;12;02;1980.919; 249; 10.6;   1;1
1980;12;03;1980.922; 215;  9.8;   1;1
1980;12;04;1980.925; 207;  9.6;   1;1
1980;12;05;1980.928; 185;  9.1;   1;1
1980;12;06;1980.930; 178;  8.9;   1;1
1980;12;07;1980.933; 153;  8.3;   1;1
1980;12;08;1980.936; 176;  8.8;   1;1
1980;12;09;1980.939; 166;  8.6;   1;1
1980;12;10;1980.941; 205;  9.6;   1;1
1980;12;11;1980.944; 210;  9.7;   1;1
1980;12;12;1980.947; 252; 10.6;   1;1
1980;12;13;1980.949; 262; 10.8;   1;1
1980;12;14;1980.952; 302; 11.6;   1;1
1980;12;15;1980.955; 307; 11.7;   1;1
1980;12;16;1980.958; 336; 12.3;   1;1
1980;12;17;1980.960; 280; 11.2;   1;1
1980;12;18;1980.963; 259; 10.8;   1;1
1980;12;19;1980.966; 235; 10.3;   1;1
1980;12;20;1980.969; 242; 10.4;   1;1
1980;12;21;1980.971; 241; 10.4;   1;1
1980;12;22;1980.974; 252; 10.6;   1;1
1980;12;23;1980.977; 251; 10.6;   1;1
1980;12;24;1980.980; 270; 11.0;   1;1
1980;12;25;1980.982; 283; 11.3;   1;1
1980;12;26;1980.985; 295; 11.5;   1;1
1980;12;27;1980.988; 292; 11.4;   1;1
1980;12;28;1980.990; 292; 11.4;   1;1
1980;12;29;1980.993; 295; 11.5;   1;1
1980;12;30;1980.996; 265; 10.9;   1;1
1980;12;31;1980.999; 258; 10.7;   1;1
1981;01;01;1981.001; 218; 12.4;   9;1
1981;01;02;1981.004; 194; 14.7;   7;1
1981;01;03;1981.007; 168; 10.8;   7;1
1981;01;04;1981.010; 155;  9.1;  11;1
1981;01;05;1981.012; 129;  6.2;   9;1
1981;01;06;1981.015;  98;  5.3;   8;1
1981;01;07;1981.018; 130;  6.0;  11;1
1981;01;08;1981.021; 148;  5.4;   8;1
1981;01;09;1981.023; 173; 11.6;   8;1
1981;01;10;1981.026; 165; 10.9;  10;1
1981;01;11;1981.029; 169; 10.0;   9;1
1981;01;12;1981.032; 173; 11.2;   8;1
1981;01;13;1981.034; 169;  8.1;   9;1
1981;01;14;1981.037; 146; 16.3;   8;1
1981;01;15;1981.040; 146; 14.0;   9;1
1981;01;16;1981.042; 111;  9.2;   9;1
1981;01;17;1981.045;  99;  5.4;  11;1
1981;01;18;1981.048; 109;  4.2;   9;1
1981;01;19;1981.051; 107;  3.4;   6;1
1981;01;20;1981.053; 121;  3.5;   8;1
1981;01;21;1981.056; 136;  3.6;   9;1
1981;01;22;1981.059; 136;  5.4;   8;1
1981;01;23;1981.062; 158;  6.1;   8;1
1981;01;24;1981.064; 155;  6.2;   6;1
1981;01;25;1981.067; 158;  8.6;  11;1
1981;01;26;1981.070; 165; 10.7;   5;1
1981;01;27;1981.073; 185;  8.5;   7;1
1981;01;28;1981.075; 195;  5.2;   8;1
1981;01;29;1981.078; 227; 14.7;  12;1
1981;01;30;1981.081; 217; 11.0;  11;1
1981;01;31;1981.084; 196; 11.9;  12;1
1981;02;01;1981.086; 199; 12.3;   6;1
1981;02;02;1981.089; 177;  9.3;  10;1
1981;02;03;1981.092; 202;  9.5;   8;1
1981;02;04;1981.095; 169; 11.2;   8;1
1981;02;05;1981.097; 179; 10.0;  10;1
1981;02;06;1981.100; 231;  6.3;   8;1
1981;02;07;1981.103; 212; 19.2;   8;1
1981;02;08;1981.105; 173;  9.7;  10;1
1981;02;09;1981.108; 167;  6.3;   9;1
1981;02;10;1981.111; 211; 11.5;   9;1
1981;02;11;1981.114; 231; 15.8;  11;1
1981;02;12;1981.116; 249; 16.8;  12;1
1981;02;13;1981.119; 192; 11.5;   9;1
1981;02;14;1981.122; 191; 13.9;   8;1
1981;02;15;1981.125; 167;  8.8;   7;1
1981;02;16;1981.127; 173;  7.6;  11;1
1981;02;17;1981.130; 161;  8.3;   7;1
1981;02;18;1981.133; 176; 14.2;   6;1
1981;02;19;1981.136; 185; 18.6;   4;1
1981;02;20;1981.138; 179; 20.9;   5;1
1981;02;21;1981.141; 176;  9.0;  11;1
1981;02;22;1981.144; 172; 13.6;   9;1
1981;02;23;1981.147; 132;  6.3;   5;1
1981;02;24;1981.149; 167;  9.8;   3;1
1981;02;25;1981.152; 184; 16.5;   6;1
1981;02;26;1981.155; 199; 11.5;  10;1
1981;02;27;1981.158; 235; 12.8;  11;1
1981;02;28;1981.160; 228; 15.8;   8;1
1981;03;01;1981.163; 234; 15.0;   8;1
1981;03;02;1981.166; 264;  9.8;  10;1
1981;03;03;1981.168; 245; 13.6;   8;1
1981;03;04;1981.171; 251; 20.6;   4;1
1981;03;05;1981.174; 205;  9.8;  10;1
1981;03;06;1981.177; 213;  9.7;   8;1
1981;03;07;1981.179; 189;  4.4;   9;1
1981;03;08;1981.182; 206; 10.4;   8;1
1981;03;09;1981.185; 180;  7.5;   4;1
1981;03;10;1981.188; 184;  9.2;   9;1
1981;03;11;1981.190; 189;  9.7;   8;1
1981;03;12;1981.193; 186; 11.5;  10;1
1981;03;13;1981.196; 184; 13.0;   7;1
1981;03;14;1981.199; 186; 13.6;   6;1
1981;03;15;1981.201; 160; 10.9;   9;1
1981;03;16;1981.204; 186;  6.3;  10;1
1981;03;17;1981.207; 158;  8.3;  12;1
1981;03;18;1981.210; 138;  9.0;   9;1
1981;03;19;1981.212; 138;  7.6;   9;1
1981;03;20;1981.215; 174; 13.3;  10;1
1981;03;21;1981.218; 196;  8.0;   5;1
1981;03;22;1981.221; 194;  8.8;  10;1
1981;03;23;1981.223; 189;  8.0;   8;1
1981;03;24;1981.226; 181;  8.8;   7;1
1981;03;25;1981.229; 206;  9.4;   4;1
1981;03;26;1981.232; 193; 11.7;  10;1
1981;03;27;1981.234; 183; 11.5;   9;1
1981;03;28;1981.237; 239; 20.0;  10;1
1981;03;29;1981.240; 232; 18.2;   7;1
1981;03;30;1981.242; 221; 24.0;   3;1
1981;03;31;1981.245; 192;  6.8;   3;1
1981;04;01;1981.248; 220;  7.7;   4;1
1981;04;02;1981.251; 245; 18.5;   5;1
1981;04;03;1981.253; 213; 13.0;   9;1
1981;04;04;1981.256; 218; 15.3;   4;1
1981;04;05;1981.259; 210; 10.5;   2;1
1981;04;06;1981.262; 190;  9.1;   7;1
1981;04;07;1981.264; 219; 16.2;  11;1
1981;04;08;1981.267; 281; 29.3;  10;1
1981;04;09;1981.270; 287; 16.5;   9;1
1981;04;10;1981.273; 287; 10.2;   7;1
1981;04;11;1981.275; 288; 18.4;  11;1
1981;04;12;1981.278; 278; 19.5;  11;1
1981;04;13;1981.281; 284; 14.8;   5;1
1981;04;14;1981.284; 259; 18.0;  12;1
1981;04;15;1981.286; 305; 18.3;  11;1
1981;04;16;1981.289; 284; 12.1;   6;1
1981;04;17;1981.292; 307; 15.3;  12;1
1981;04;18;1981.295; 308; 14.0;  12;1
1981;04;19;1981.297; 292;  8.3;   5;1
1981;04;20;1981.300; 287;  9.3;  11;1
1981;04;21;1981.303; 222;  7.8;   8;1
1981;04;22;1981.305; 176; 14.4;  11;1
1981;04;23;1981.308; 148; 10.3;  12;1
1981;04;24;1981.311; 133;  5.6;  10;1
1981;04;25;1981.314; 171;  3.4;   5;1
1981;04;26;1981.316; 130; 10.3;   9;1
1981;04;27;1981.319; 117;  7.9;   8;1
1981;04;28;1981.322; 104;  6.5;   9;1
1981;04;29;1981.325; 144;  7.0;   8;1
1981;04;30;1981.327; 153; 24.0;  10;1
1981;05;01;1981.330; 171; 12.4;  10;1
1981;05;02;1981.333; 203; 12.5;  10;1
1981;05;03;1981.336; 238; 11.3;   8;1
1981;05;04;1981.338; 232; 17.8;   5;1
1981;05;05;1981.341; 247; 14.6;  12;1
1981;05;06;1981.344; 293; 17.6;   5;1
1981;05;07;1981.347; 261; 19.8;   5;1
1981;05;08;1981.349; 270; 16.4;   8;1
1981;05;09;1981.352; 257; 15.6;  10;1
1981;05;10;1981.355; 226;  7.4;   7;1
1981;05;11;1981.358; 258; 16.9;   7;1
1981;05;12;1981.360; 280; 19.4;   4;1
1981;05;13;1981.363; 228; 19.7;  11;1
1981;05;14;1981.366; 214; 13.4;  11;1
1981;05;15;1981.368; 215; 18.3;   8;1
1981;05;16;1981.371; 194; 15.8;  11;1
1981;05;17;1981.374; 189; 18.0;   7;1
1981;05;18;1981.377; 182; 12.6;   9;1
1981;05;19;1981.379; 153; 10.0;   8;1
1981;05;20;1981.382; 118; 12.5;   8;1
1981;05;21;1981.385; 151; 14.9;  11;1
1981;05;22;1981.388; 162;  5.2;  11;1
1981;05;23;1981.390; 142;  9.6;   7;1
1981;05;24;1981.393; 147;  6.1;   7;1
1981;05;25;1981.396; 142; 12.7;  10;1
1981;05;26;1981.399; 160; 10.2;  11;1
1981;05;27;1981.401; 151; 11.8;  11;1
1981;05;28;1981.404; 142;  8.9;   6;1
1981;05;29;1981.407; 141;  9.9;  10;1
1981;05;30;1981.410; 127;  7.4;  12;1
1981;05;31;1981.412; 141;  6.7;   8;1
1981;06;01;1981.415;  90;  9.4;   7;1
1981;06;02;1981.418;  85;  6.3;  11;1
1981;06;03;1981.421;  64;  7.0;  11;1
1981;06;04;1981.423;  84;  7.6;   5;1
1981;06;05;1981.426;  80;  5.1;  10;1
1981;06;06;1981.429;  83;  5.1;  11;1
1981;06;07;1981.432;  84;  8.2;  11;1
1981;06;08;1981.434;  67;  9.4;   9;1
1981;06;09;1981.437;  84; 10.0;   8;1
1981;06;10;1981.440;  85;  8.9;   8;1
1981;06;11;1981.442; 104; 13.3;   7;1
1981;06;12;1981.445; 114; 12.7;   7;1
1981;06;13;1981.448; 125;  9.8;   7;1
1981;06;14;1981.451; 143; 11.2;   6;1
1981;06;15;1981.453; 161; 10.1;   6;1
1981;06;16;1981.456; 158;  7.2;  10;1
1981;06;17;1981.459; 172;  9.4;   9;1
1981;06;18;1981.462; 151;  9.6;  10;1
1981;06;19;1981.464; 130; 12.2;   7;1
1981;06;20;1981.467; 103; 13.9;   5;1
1981;06;21;1981.470; 126;  7.5;   6;1
1981;06;22;1981.473; 153;  9.3;   6;1
1981;06;23;1981.475; 172;  8.8;  11;1
1981;06;24;1981.478; 158; 12.8;   6;1
1981;06;25;1981.481; 184; 10.5;   4;1
1981;06;26;1981.484; 184;  8.5;   4;1
1981;06;27;1981.486; 193;  8.3;   5;1
1981;06;28;1981.489; 178; 17.6;   4;1
1981;06;29;1981.492; 200;  8.9;   8;1
1981;06;30;1981.495; 233; 10.1;   8;1
1981;07;01;1981.497; 213; 18.9;  11;1
1981;07;02;1981.500; 200; 13.2;   4;1
1981;07;03;1981.503; 200;  5.7;   6;1
1981;07;04;1981.505; 160; 13.2;   4;1
1981;07;05;1981.508; 160;  8.4;  10;1
1981;07;06;1981.511; 121; 21.9;   8;1
1981;07;07;1981.514;  94; 10.1;   9;1
1981;07;08;1981.516;  89;  7.4;  12;1
1981;07;09;1981.519;  93;  5.2;  11;1
1981;07;10;1981.522; 141;  9.1;   9;1
1981;07;11;1981.525; 186; 14.5;  11;1
1981;07;12;1981.527; 199;  4.1;   6;1
1981;07;13;1981.530; 219;  8.0;   9;1
1981;07;14;1981.533; 207;  8.4;  10;1
1981;07;15;1981.536; 214;  8.3;   9;1
1981;07;16;1981.538; 230;  5.6;   9;1
1981;07;17;1981.541; 244;  9.2;  11;1
1981;07;18;1981.544; 230; 14.8;   9;1
1981;07;19;1981.547; 216; 13.4;  11;1
1981;07;20;1981.549; 207;  9.9;   7;1
1981;07;21;1981.552; 174;  9.6;   7;1
1981;07;22;1981.555; 184; 11.0;   8;1
1981;07;23;1981.558; 231; 17.1;   9;1
1981;07;24;1981.560; 280; 15.2;   6;1
1981;07;25;1981.563; 304; 22.9;   9;1
1981;07;26;1981.566; 294; 18.9;   9;1
1981;07;27;1981.568; 311; 14.3;   8;1
1981;07;28;1981.571; 297; 14.3;  10;1
1981;07;29;1981.574; 227; 15.6;  10;1
1981;07;30;1981.577; 223;  9.9;   7;1
1981;07;31;1981.579; 217; 14.1;   9;1
1981;08;01;1981.582; 185; 14.4;  11;1
1981;08;02;1981.585; 160;  7.1;  10;1
1981;08;03;1981.588; 171;  8.9;   8;1
1981;08;04;1981.590; 167;  9.0;   8;1
1981;08;05;1981.593; 173;  9.4;   9;1
1981;08;06;1981.596; 156; 11.5;  10;1
1981;08;07;1981.599; 163;  8.6;   6;1
1981;08;08;1981.601; 176;  5.6;   6;1
1981;08;09;1981.604; 185;  7.3;   7;1
1981;08;10;1981.607; 211; 15.3;   5;1
1981;08;11;1981.610; 208; 13.6;   6;1
1981;08;12;1981.612; 214; 11.8;  10;1
1981;08;13;1981.615; 205; 14.7;  12;1
1981;08;14;1981.618; 214;  7.9;   7;1
1981;08;15;1981.621; 234; 17.5;  12;1
1981;08;16;1981.623; 205; 14.0;  11;1
1981;08;17;1981.626; 191; 12.6;   9;1
1981;08;18;1981.629; 226; 11.3;  11;1
1981;08;19;1981.632; 267; 15.4;   9;1
1981;08;20;1981.634; 287; 15.7;  10;1
1981;08;21;1981.637; 339; 15.6;   9;1
1981;08;22;1981.640; 336; 14.8;   7;1
1981;08;23;1981.642; 306; 16.8;  12;1
1981;08;24;1981.645; 272; 21.2;   9;1
1981;08;25;1981.648; 289; 16.5;  11;1
1981;08;26;1981.651; 328; 13.2;  10;1
1981;08;27;1981.653; 339; 13.0;   9;1
1981;08;28;1981.656; 327; 25.1;   6;1
1981;08;29;1981.659; 296; 15.1;   6;1
1981;08;30;1981.662; 356; 16.6;   9;1
1981;08;31;1981.664; 330; 11.3;  11;1
1981;09;01;1981.667; 301; 12.5;  10;1
1981;09;02;1981.670; 268;  8.1;  12;1
1981;09;03;1981.673; 235; 13.1;   8;1
1981;09;04;1981.675; 249;  8.8;   7;1
1981;09;05;1981.678; 286; 11.2;   8;1
1981;09;06;1981.681; 322; 15.7;  11;1
1981;09;07;1981.684; 301; 16.0;   9;1
1981;09;08;1981.686; 305; 15.8;   7;1
1981;09;09;1981.689; 279; 14.4;   8;1
1981;09;10;1981.692; 287; 12.4;   8;1
1981;09;11;1981.695; 240; 10.5;   8;1
1981;09;12;1981.697; 202; 19.5;   7;1
1981;09;13;1981.700; 193;  9.6;  12;1
1981;09;14;1981.703; 217;  8.5;  10;1
1981;09;15;1981.705; 189; 19.8;   9;1
1981;09;16;1981.708; 202;  7.3;   9;1
1981;09;17;1981.711; 189; 11.7;   9;1
1981;09;18;1981.714; 213; 10.7;   9;1
1981;09;19;1981.716; 229; 11.8;   7;1
1981;09;20;1981.719; 201; 10.0;   3;1
1981;09;21;1981.722; 257; 15.5;  10;1
1981;09;22;1981.725; 252; 24.0;  11;1
1981;09;23;1981.727; 201; 11.3;  11;1
1981;09;24;1981.730; 198; 11.1;  10;1
1981;09;25;1981.733; 208; 16.8;   4;1
1981;09;26;1981.736; 224; 12.5;   5;1
1981;09;27;1981.738; 265; 16.4;  10;1
1981;09;28;1981.741; 286;  9.9;  10;1
1981;09;29;1981.744; 280; 77.7;   7;1
1981;09;30;1981.747; 279;  9.4;   6;1
1981;10;01;1981.749; 287; 14.2;   7;1
1981;10;02;1981.752; 274; 14.3;   9;1
1981;10;03;1981.755; 291;  9.7;   9;1
1981;10;04;1981.758; 252; 12.9;   8;1
1981;10;05;1981.760; 260; 10.6;   6;1
1981;10;06;1981.763; 225;  8.2;   9;1
1981;10;07;1981.766; 228; 13.5;   8;1
1981;10;08;1981.768; 246; 10.2;   5;1
1981;10;09;1981.771; 236; 10.5;   7;1
1981;10;10;1981.774; 192;  6.5;   8;1
1981;10;11;1981.777; 174; 12.8;  10;1
1981;10;12;1981.779; 164;  7.6;   6;1
1981;10;13;1981.782; 228; 14.0;  11;1
1981;10;14;1981.785; 249; 15.6;   9;1
1981;10;15;1981.788; 282; 19.6;   5;1
1981;10;16;1981.790; 297; 25.3;   6;1
1981;10;17;1981.793; 291; 13.6;   9;1
1981;10;18;1981.796; 279; 16.3;   8;1
1981;10;19;1981.799; 252; 14.9;   9;1
1981;10;20;1981.801; 244; 18.6;   7;1
1981;10;21;1981.804; 193; 13.5;   5;1
1981;10;22;1981.807; 193;  8.4;   4;1
1981;10;23;1981.810; 157; 11.6;  10;1
1981;10;24;1981.812; 145;  4.5;  10;1
1981;10;25;1981.815; 134;  8.3;  11;1
1981;10;26;1981.818; 122;  5.2;   7;1
1981;10;27;1981.821; 100;  5.9;   9;1
1981;10;28;1981.823; 122;  7.4;   8;1
1981;10;29;1981.826; 174;  3.5;   4;1
1981;10;30;1981.829; 202;  9.0;  10;1
1981;10;31;1981.832; 208;  6.9;   9;1
1981;11;01;1981.834; 223; 13.4;  10;1
1981;11;02;1981.837; 301; 40.5;   3;1
1981;11;03;1981.840; 295; 33.1;   6;1
1981;11;04;1981.842; 299; 20.8;   7;1
1981;11;05;1981.845; 315; 11.6;   8;1
1981;11;06;1981.848; 269; 20.7;   7;1
1981;11;07;1981.851; 260; 27.7;   7;1
1981;11;08;1981.853; 249;  9.1;   9;1
1981;11;09;1981.856; 181;  7.7;   5;1
1981;11;10;1981.859; 199;  9.5;  10;1
1981;11;11;1981.862; 198; 11.6;  10;1
1981;11;12;1981.864; 217; 11.3;  10;1
1981;11;13;1981.867; 214; 13.7;  11;1
1981;11;14;1981.870; 241; 16.5;  12;1
1981;11;15;1981.873; 188; 13.7;  12;1
1981;11;16;1981.875; 171;  7.2;   8;1
1981;11;17;1981.878; 139;  7.9;   8;1
1981;11;18;1981.881; 146; 13.6;  10;1
1981;11;19;1981.884; 122;  5.6;   9;1
1981;11;20;1981.886; 111;  3.2;   9;1
1981;11;21;1981.889; 111; 10.7;  10;1
1981;11;22;1981.892;  99;  8.6;  11;1
1981;11;23;1981.895;  88;  4.3;   7;1
1981;11;24;1981.897;  80;  7.5;  13;1
1981;11;25;1981.900;  81;  1.2;   4;1
1981;11;26;1981.903;  81; 13.9;   4;1
1981;11;27;1981.905; 104;  8.1;   4;1
1981;11;28;1981.908; 176;  6.7;   8;1
1981;11;29;1981.911; 200; 16.8;  11;1
1981;11;30;1981.914; 223; 17.1;   5;1
1981;12;01;1981.916; 251; 13.6;   5;1
1981;12;02;1981.919; 256; 15.7;   9;1
1981;12;03;1981.922; 276; 12.6;   8;1
1981;12;04;1981.925; 276; 11.3;   9;1
1981;12;05;1981.927; 285; 17.1;   9;1
1981;12;06;1981.930; 305; 11.9;  10;1
1981;12;07;1981.933; 318;  7.9;   6;1
1981;12;08;1981.936; 324;  7.3;  10;1
1981;12;09;1981.938; 336; 18.2;  11;1
1981;12;10;1981.941; 329; 19.5;  12;1
1981;12;11;1981.944; 342; 12.5;   7;1
1981;12;12;1981.947; 312;  7.6;  10;1
1981;12;13;1981.949; 241; 12.6;   9;1
1981;12;14;1981.952; 207; 15.6;   6;1
1981;12;15;1981.955; 147;  7.7;  10;1
1981;12;16;1981.958;  86; 11.0;  10;1
1981;12;17;1981.960; 104; 10.2;  11;1
1981;12;18;1981.963; 103;  6.6;   9;1
1981;12;19;1981.966;  96;  7.3;   8;1
1981;12;20;1981.968;  74;  4.1;   9;1
1981;12;21;1981.971;  85;  4.8;   7;1
1981;12;22;1981.974;  98;  6.7;   7;1
1981;12;23;1981.977; 112;  2.5;   6;1
1981;12;24;1981.979;  89;  5.7;  10;1
1981;12;25;1981.982;  81;  6.4;   7;1
1981;12;26;1981.985; 130; 15.2;  10;1
1981;12;27;1981.988; 135;  8.3;   9;1
1981;12;28;1981.990; 177; 15.7;  10;1
1981;12;29;1981.993; 172; 11.8;   5;1
1981;12;30;1981.996; 146; 14.3;  11;1
1981;12;31;1981.999; 164; 12.1;   6;1
1982;01;01;1982.001; 124;  6.8;   7;1
1982;01;02;1982.004; 127; 13.1;   9;1
1982;01;03;1982.007; 151;  2.2;   8;1
1982;01;04;1982.010; 147;  8.4;   5;1
1982;01;05;1982.012; 151;  7.5;   9;1
1982;01;06;1982.015; 116;  9.0;  11;1
1982;01;07;1982.018; 127;  6.4;  13;1
1982;01;08;1982.021; 131; 13.4;  10;1
1982;01;09;1982.023; 132; 13.8;   9;1
1982;01;10;1982.026; 115; 12.4;   8;1
1982;01;11;1982.029;  62;  7.8;   6;1
1982;01;12;1982.032;  70;  4.0;  11;1
1982;01;13;1982.034;  69;  2.7;  12;1
1982;01;14;1982.037;  78;  4.9;  12;1
1982;01;15;1982.040; 109; 13.1;  13;1
1982;01;16;1982.042; 102;  9.0;  13;1
1982;01;17;1982.045; 150; 10.7;  12;1
1982;01;18;1982.048; 187;  9.5;  10;1
1982;01;19;1982.051; 193; 14.2;  13;1
1982;01;20;1982.053; 181; 10.7;  11;1
1982;01;21;1982.056; 181; 10.5;   9;1
1982;01;22;1982.059; 163; 11.4;   9;1
1982;01;23;1982.062; 125; 13.3;   9;1
1982;01;24;1982.064;  94;  5.7;   4;1
1982;01;25;1982.067; 110;  8.4;   7;1
1982;01;26;1982.070; 160;  9.7;   9;1
1982;01;27;1982.073; 168; 10.6;   8;1
1982;01;28;1982.075; 226; 11.9;   8;1
1982;01;29;1982.078; 291; 11.5;   6;1
1982;01;30;1982.081; 284; 12.1;   8;1
1982;01;31;1982.084; 319; 13.6;   8;1
1982;02;01;1982.086; 364; 32.3;  10;1
1982;02;02;1982.089; 340; 19.5;  13;1
1982;02;03;1982.092; 328; 14.5;  10;1
1982;02;04;1982.095; 312; 19.9;   7;1
1982;02;05;1982.097; 309; 13.5;  13;1
1982;02;06;1982.100; 325; 11.2;  11;1
1982;02;07;1982.103; 319; 14.1;   9;1
1982;02;08;1982.105; 328; 11.3;  11;1
1982;02;09;1982.108; 298; 14.2;  10;1
1982;02;10;1982.111; 256; 12.6;   9;1
1982;02;11;1982.114; 223; 18.6;  10;1
1982;02;12;1982.116; 220; 11.7;  11;1
1982;02;13;1982.119; 229; 13.1;   8;1
1982;02;14;1982.122; 200; 13.1;  12;1
1982;02;15;1982.125; 189;  6.0;   6;1
1982;02;16;1982.127; 157;  9.0;   9;1
1982;02;17;1982.130; 169;  7.1;   5;1
1982;02;18;1982.133; 145; 11.7;   9;1
1982;02;19;1982.136; 151;  8.5;   5;1
1982;02;20;1982.138; 168;  6.3;   8;1
1982;02;21;1982.141; 169;  3.1;   6;1
1982;02;22;1982.144; 141;  5.5;   9;1
1982;02;23;1982.147; 137;  6.6;  11;1
1982;02;24;1982.149; 169;  5.6;   6;1
1982;02;25;1982.152; 181;  7.4;  11;1
1982;02;26;1982.155; 192; 12.1;  10;1
1982;02;27;1982.158; 217; 10.2;   9;1
1982;02;28;1982.160; 230; 11.8;   8;1
